,fighter,birthday,height,weight,reach,stance
763,Marcin-Held,1992-01-18,69.0,155.0,71.0,Orthodox
764,Pearl-Gonzalez,1986-08-12,64.0,115.0,68.0,Orthodox
765,Marco-Beltran,1986-05-18,68.0,125.0,69.0,Orthodox
766,Takanori-Gomi,1978-09-22,67.0,155.0,70.0,Southpaw
767,Henrique-da-Silva,1989-09-01,75.0,205.0,76.0,Orthodox
768,Chanmi-Jeon,1997-08-28,65.0,115.0,67.0,Orthodox
769,Hyun-Gyu-Lim,1985-01-16,75.0,170.0,77.0,Orthodox
770,Alex-Reyes,1986-10-02,71.0,170.0,73.0,Orthodox
771,Zu-Anyanwu,1981-08-05,73.0,251.0,77.0,Orthodox
772,Jason-Saggo,1985-11-23,71.0,155.0,71.0,Orthodox
773,Mitch-Clarke,1985-11-24,70.0,155.0,73.0,Orthodox
774,Adriano-Martins,1982-12-16,70.0,155.0,72.0,Southpaw
775,Abdul-Kerim-Edilov,1991-11-25,74.0,205.0,78.0,Orthodox
776,Bojan-Mihajlovic,1980-03-30,71.0,205.0,73.0,Orthodox
777,Andrew-Holbrook,1986-02-06,71.0,155.0,70.0,Southpaw
778,Hector-Sandoval,1986-07-19,62.0,125.0,64.0,Orthodox
779,Rafael-Natal,1982-12-25,72.0,185.0,76.0,Orthodox
780,Damian-Grabowski,1980-05-12,73.0,241.0,75.0,Orthodox
781,Chris-Wade,1987-09-30,70.0,155.0,70.0,Orthodox
782,Frankie-Perez,1989-05-11,71.0,155.0,73.0,Orthodox
783,James-Mulheron,1988-02-20,70.0,243.0,73.0,Orthodox
784,Neil-Seery,1979-08-30,64.0,125.0,64.0,Orthodox
785,Charlie-Ward,1980-12-17,71.0,170.0,73.0,Orthodox
786,Leslie-Smith,1982-08-17,69.0,135.0,66.0,Orthodox
787,Amanda-Lemos,1987-05-22,64.0,135.0,65.0,Southpaw
788,Daniel-Omielanczuk,1982-08-31,72.0,247.0,74.0,Southpaw
789,Travis-Browne,1982-07-17,78.0,255.0,79.0,Orthodox
790,Jesse-Taylor,1983-01-02,72.0,170.0,73.0,Orthodox
791,Nick-Roehrick,1987-07-06,74.0,205.0,75.0,Orthodox
792,Tom-Gallicchio,1986-09-23,70.0,170.0,73.0,Southpaw
793,Joachim-Christensen,1978-11-07,75.0,205.0,76.0,Orthodox
794,Dennis-Siver,1979-01-13,66.0,145.0,70.0,Orthodox
795,Johnny-Case,1989-06-28,70.0,155.0,72.0,Orthodox
796,Josh-Stansbury,1984-11-19,74.0,205.0,74.0,
797,Dong-Hyun-Kim,1981-11-17,74.0,170.0,76.0,Southpaw
798,Tarec-Saffiedine,1986-09-06,70.0,170.0,70.0,Switch
799,Kwan-Ho-Kwak,1989-06-18,65.0,135.0,70.0,Switch
800,Dominique-Steele,1988-01-27,70.0,170.0,74.0,Orthodox
801,Kiichi-Kunimoto,1981-05-01,70.0,170.0,71.0,Orthodox
802,Jimmy-Wallhead,1984-03-14,70.0,170.0,73.0,Orthodox
803,Alex-Nicholson,1990-05-02,76.0,185.0,81.0,Orthodox
804,Chris-Camozzi,1986-11-20,74.0,185.0,76.0,Orthodox
805,Reza-Madadi,1978-06-20,71.0,155.0,72.0,Orthodox
806,Nico-Musoke,1986-04-05,72.0,170.0,75.0,Orthodox
807,Michael-McBride,1986-03-09,73.0,155.0,75.0,Orthodox
808,Jessica-Penne,1983-01-30,65.0,115.0,67.0,
809,Cindy-Dandois,1984-10-26,67.0,135.0,68.0,Orthodox
810,Joe-Proctor,1985-08-10,70.0,155.0,72.0,Orthodox
811,Roy-Nelson,1976-06-20,72.0,263.0,72.0,Orthodox
812,Rashid-Magomedov,1984-11-29,69.0,155.0,70.0,Orthodox
813,Augusto-Mendes,1983-03-03,66.0,135.0,65.0,Orthodox
814,Nathan-Coy,1978-07-24,70.0,170.0,69.0,Southpaw
815,Anthony-Johnson,1984-03-06,74.0,205.0,78.0,Orthodox
816,Gegard-Mousasi,1985-08-01,74.0,185.0,76.0,Orthodox
817,Patrick-Cote,1980-02-29,71.0,170.0,71.0,Orthodox
818,Mike-de-la-Torre,1986-09-22,71.0,145.0,71.0,Orthodox
819,Brad-Pickett,1978-09-24,66.0,135.0,68.0,Orthodox
820,Scott-Askham,1988-05-20,75.0,185.0,75.0,Southpaw
821,Rony-Jason,1984-03-21,67.0,145.0,70.0,Orthodox
822,Garreth-McLellan,1982-09-01,73.0,185.0,72.0,Southpaw
823,Sam-Sicilia,1986-02-01,68.0,145.0,67.0,Orthodox
824,Alessandro-Ricci,1982-07-21,71.0,155.0,69.0,Orthodox
825,Reginaldo-Vieira,1982-11-26,67.0,135.0,65.0,
826,Phillipe-Nover,1984-02-03,69.0,145.0,72.0,Orthodox
827,Roan-Carneiro,1978-06-02,71.0,170.0,74.0,Orthodox
828,Michinori-Tanaka,1990-10-04,65.0,135.0,67.0,Orthodox
829,Daniel-Jolly,1984-09-03,73.0,205.0,75.0,Orthodox
830,JC-Cottrell,1989-11-04,69.0,155.0,71.0,Orthodox
831,Viktor-Pesta,1990-07-15,75.0,240.0,77.0,Orthodox
832,Jocelyn-Jones-Lybarger,1985-10-04,67.0,115.0,64.0,Orthodox
833,Ronda-Rousey,1987-02-01,67.0,135.0,68.0,Orthodox
834,Dominick-Cruz,1985-03-09,68.0,135.0,68.0,Orthodox
835,Brandon-Thatch,1985-07-11,74.0,170.0,74.0,Switch
836,Cole-Miller,1984-04-26,73.0,145.0,74.0,Orthodox
837,James-Moontasri,1988-04-10,70.0,170.0,71.0,Switch
838,Takeya-Mizugaki,1983-12-16,67.0,135.0,68.0,Orthodox
839,Fredy-Serrano,1979-09-22,63.0,125.0,65.0,Orthodox
840,Tim-Kennedy,1979-09-01,71.0,185.0,74.0,Orthodox
841,Valerie-Letourneau,1983-04-29,67.0,115.0,68.0,Orthodox
842,Zach-Makovsky,1983-04-19,64.0,125.0,64.0,Southpaw
843,Sean-O'Connell,1983-09-02,73.0,205.0,74.0,Orthodox
844,Joe-Gigliotti,1993-08-13,71.0,185.0,69.0,Orthodox
845,Tiago-Trator,1987-04-12,69.0,145.0,70.0,Orthodox
846,Keith-Berish,1985-11-14,72.0,205.0,73.0,Orthodox
847,Brendan-O'Reilly,1987-06-24,67.0,170.0,69.0,Orthodox
848,Elvis-Mutapcic,1986-07-19,72.0,185.0,72.0,Orthodox
849,Kyle-Noke,1980-03-18,73.0,170.0,76.0,Southpaw
850,Yusuke-Kasuya,1989-11-16,67.0,155.0,67.0,Southpaw
851,Seohee-Ham,1987-03-08,62.0,115.0,62.0,Southpaw
852,Jonathan-Meunier,1987-08-04,75.0,170.0,75.0,Switch
853,Richard-Walsh,1988-12-01,72.0,170.0,73.0,
854,Geane-Herrera,1990-05-27,65.0,125.0,66.0,Orthodox
855,Ning-Guangyou,1981-12-15,64.0,145.0,64.0,Southpaw
856,Yao-Zhikui,1991-02-07,65.0,125.0,64.0,Orthodox
857,Ryan-Bader,1983-06-07,74.0,205.0,74.0,Orthodox
858,Manvel-Gamburyan,1981-05-08,65.0,135.0,67.0,Orthodox
859,Magnus-Cedenblad,1982-04-10,77.0,185.0,79.0,Orthodox
860,Kyoji-Horiguchi,1990-10-12,65.0,125.0,66.0,Orthodox
861,Ali-Bagautinov,1985-06-10,64.0,125.0,65.0,Orthodox
862,Anna-Elmose,1984-10-06,63.0,115.0,65.0,Orthodox
863,Milana-Dudieva,1989-08-04,63.0,135.0,61.0,Orthodox
864,Miesha-Tate,1986-08-18,66.0,135.0,65.0,Orthodox
865,Heather-Jo-Clark,1980-09-19,66.0,115.0,64.0,
866,Erik-Perez,1989-11-19,68.0,135.0,68.0,Orthodox
867,Erick-Montano,1985-11-19,72.0,170.0,73.0,Orthodox
868,Jason-Novelli,1979-06-08,72.0,155.0,75.0,Orthodox
869,Chris-Avila,1993-01-16,70.0,145.0,72.0,Orthodox
870,Dan-Henderson,1970-08-24,71.0,185.0,74.0,Orthodox
871,Albert-Tumenov,1991-12-26,71.0,170.0,73.0,Orthodox
872,Lukasz-Sajewski,1990-11-27,68.0,155.0,71.0,Orthodox
873,Tamdan-McCrory,1986-11-05,76.0,185.0,78.0,Switch
874,Cody-East,1988-06-29,75.0,245.0,74.0,Orthodox
875,Kelly-Faszholz,1985-04-09,68.0,135.0,67.0,Orthodox
876,Antonio-Silva,1979-09-14,76.0,264.0,80.0,Orthodox
877,Hector-Urbina,1987-09-17,71.0,170.0,73.0,Orthodox
878,Glaico-Franca,1991-02-28,72.0,155.0,77.0,
879,Kenny-Robertson,1984-02-14,70.0,170.0,74.0,Orthodox
880,Maximo-Blanco,1983-10-16,68.0,145.0,71.0,Orthodox
881,Augusto-Montano,1984-10-25,73.0,170.0,73.0,Orthodox
882,Leonardo-Augusto-Leleco,1982-04-15,72.0,185.0,73.0,Orthodox
883,Joey-Gomez,1989-08-29,70.0,155.0,71.0,Orthodox
884,Caio-Magalhaes,1987-12-14,73.0,185.0,73.0,Orthodox
885,Sean-Spencer,1987-06-25,70.0,170.0,75.0,
886,Josh-Barnett,1977-11-10,75.0,250.0,78.0,Orthodox
887,Tae-Hyun-Bang,1983-04-15,69.0,155.0,71.0,Switch
888,Taylor-Lapilus,1992-04-08,66.0,135.0,73.0,Southpaw
889,Leandro-Issa,1983-09-19,67.0,135.0,69.0,Orthodox
890,Jarjis-Danho,1983-10-15,75.0,265.0,74.0,Orthodox
891,Leandro-Silva,1985-11-11,69.0,155.0,72.0,Orthodox
892,Kevin-Casey,1981-06-15,71.0,185.0,77.0,Southpaw
893,Shane-Campbell,1987-01-21,72.0,155.0,71.0,Orthodox
894,Rick-Story,1984-08-28,69.0,170.0,71.0,Southpaw
895,Elizabeth-Phillips,1986-08-20,66.0,135.0,65.0,Orthodox
896,Lorenz-Larkin,1986-09-03,71.0,170.0,72.0,Orthodox
897,Alberto-Uda,1984-08-08,75.0,185.0,77.0,Orthodox
898,Horacio-Gutierrez,1990-09-15,70.0,145.0,69.0,
899,Tatsuya-Kawajiri,1978-05-08,67.0,145.0,69.0,Orthodox
900,Francisco-Rivera,1981-10-08,68.0,135.0,68.0,Orthodox
901,Michael-Graves,1991-01-08,70.0,170.0,71.0,
902,Cesar-Arzamendia,1991-01-31,71.0,155.0,71.0,
903,Jim-Alers,1986-10-14,69.0,145.0,71.0,Orthodox
904,Michael-McDonald,1991-01-15,69.0,135.0,70.0,Orthodox
905,Josh-Samman,1988-03-14,75.0,185.0,79.0,Orthodox
906,Cristina-Stanciu,1994-03-29,63.0,115.0,64.0,Orthodox
907,Cody-Pfister,1990-07-12,70.0,155.0,73.0,Orthodox
908,Brock-Lesnar,1977-07-12,75.0,265.0,81.0,Orthodox
909,Enrique-Marin,1986-09-02,70.0,170.0,74.0,
910,Thiago-Tavares,1984-11-08,67.0,145.0,68.0,Orthodox
911,Fernando-Bruno,1982-02-24,66.0,145.0,70.0,
912,Cory-Hendricks,1988-05-10,75.0,205.0,,
913,Anton-Zafir,1987-05-10,71.0,170.0,72.0,Orthodox
914,Mehdi-Baghdad,1985-04-13,73.0,155.0,75.0,Orthodox
915,Anthony-Birchak,1986-05-16,68.0,135.0,69.0,Orthodox
916,Dileno-Lopes,1984-09-26,65.0,135.0,65.0,
917,Jerrod-Sanders,1979-10-01,68.0,135.0,72.0,Orthodox
918,Rory-MacDonald,1989-07-22,72.0,170.0,76.0,Orthodox
919,Steve-Bosse,1981-07-29,71.0,205.0,72.0,Orthodox
920,Chris-Beal,1985-08-06,67.0,125.0,69.0,Orthodox
921,Yan-Cabral,1983-05-13,71.0,155.0,73.0,Orthodox
922,Dominic-Waters,1989-04-11,73.0,170.0,79.0,Orthodox
923,Willie-Gates,1987-01-21,68.0,125.0,70.0,Orthodox
924,Chris-Kelades,1981-02-21,67.0,125.0,68.0,Orthodox
925,Clint-Hester,1986-11-21,74.0,205.0,77.0,Orthodox
926,Efrain-Escudero,1986-01-15,69.0,155.0,70.0,Orthodox
927,Gabriel-Gonzaga,1979-05-18,74.0,242.0,76.0,Orthodox
928,Igor-Pokrajac,1979-01-02,72.0,205.0,76.0,Orthodox
929,Ian-Entwistle,1986-11-19,65.0,135.0,64.0,Orthodox
930,Filip-Pejic,1992-07-21,68.0,135.0,70.0,Orthodox
931,Lucas-Martins,1988-11-11,72.0,145.0,72.0,Southpaw
932,Rob-Whiteford,1983-04-12,69.0,145.0,69.0,Southpaw
933,Frank-Mir,1979-05-24,75.0,264.0,79.0,Southpaw
934,James-Te-Huna,1981-09-29,74.0,185.0,75.0,Orthodox
935,Mark-Eddiva,1986-02-16,68.0,145.0,68.0,Orthodox
936,Rin-Nakai,1986-10-22,61.0,135.0,60.0,Orthodox
937,Viscardi-Andrade,1984-03-08,71.0,170.0,75.0,Orthodox
938,Tom-Lawlor,1983-05-15,72.0,205.0,74.0,Southpaw
939,Marcelo-Guimaraes,1983-06-25,72.0,185.0,73.0,Orthodox
940,Justin-Salas,1982-03-13,68.0,155.0,70.0,Southpaw
941,Mike-Wilkinson,1987-09-15,67.0,145.0,68.0,
942,Chris-Dempsey,1987-09-08,70.0,185.0,72.0,Orthodox
943,Yaotzin-Meza,1981-02-04,69.0,145.0,74.0,Orthodox
944,Norman-Parke,1986-12-22,71.0,155.0,70.0,
945,Martin-Svensson,1985-04-25,73.0,155.0,72.0,
946,Joe-Riggs,1982-09-23,72.0,185.0,70.0,Southpaw
947,Daniel-Sarafian,1982-08-21,69.0,185.0,73.0,Orthodox
948,Jonavin-Webb,1989-04-28,70.0,170.0,71.0,Orthodox
949,Jared-Rosholt,1986-08-04,74.0,265.0,75.0,Orthodox
950,Rafael-Feijao,1980-04-14,73.0,205.0,73.0,Orthodox
951,KJ-Noons,1982-12-07,70.0,155.0,72.0,Orthodox
952,Noad-Lahat,1984-06-08,69.0,145.0,69.0,Orthodox
953,Masio-Fullen,1986-10-06,70.0,145.0,70.0,Orthodox
954,Matt-Dwyer,1989-12-17,76.0,170.0,76.0,Orthodox
955,Damon-Jackson,1988-08-08,71.0,145.0,71.0,Switch
956,Levan-Makashvili,1989-01-07,68.0,145.0,68.0,Orthodox
957,Felipe-Olivieri,1985-04-12,69.0,155.0,72.0,Orthodox
958,Matt-Mitrione,1978-07-15,75.0,265.0,79.0,Switch
959,Daron-Cruickshank,1985-06-11,68.0,155.0,72.0,Switch
960,Diego-Brandao,1987-05-27,67.0,145.0,68.0,Orthodox
961,Tony-Sims,1985-10-14,71.0,155.0,70.0,Southpaw
962,Masanori-Kanehara,1982-11-19,67.0,135.0,67.0,Orthodox
963,Sheldon-Westcott,1984-08-20,73.0,170.0,71.0,Southpaw
964,Edgar-Garcia,1984-02-22,70.0,170.0,71.0,Orthodox
965,Sarah-Kaufman,1985-09-20,65.0,135.0,67.0,Orthodox
966,Danny-Castillo,1979-08-25,69.0,155.0,71.0,Orthodox
967,Hayder-Hassan,1982-10-20,70.0,170.0,70.0,
968,Marcio-Alexandre-Junior,1989-05-05,72.0,185.0,75.0,Southpaw
969,Marcin-Wrzosek,1987-10-14,69.0,155.0,,
970,Konstantin-Erokhin,1983-01-31,71.0,230.0,73.0,Orthodox
971,Mike-Pierce,1980-09-01,68.0,170.0,70.0,Orthodox
972,Abner-Lloveras,1982-09-04,71.0,155.0,71.0,
973,John-Howard,1983-03-01,67.0,170.0,71.0,Orthodox
974,Andreas-Stahl,1988-05-20,71.0,170.0,73.0,Orthodox
975,Emily-Peters-Kagan,1981-07-14,63.0,115.0,66.0,
976,Benson-Henderson,1983-11-16,69.0,170.0,70.0,Southpaw
977,Yoshihiro-Akiyama,1975-07-29,70.0,170.0,73.0,Orthodox
978,Dongi-Yang,1984-12-07,70.0,185.0,71.0,Southpaw
979,Yui-Chul-Nam,1981-07-16,69.0,145.0,69.0,Orthodox
980,Leo-Kuntz,1983-10-03,70.0,155.0,74.0,Orthodox
981,Scott-Jorgensen,1982-09-17,65.0,135.0,66.0,Orthodox
982,Vernon-Ramos,1992-06-03,66.0,170.0,72.0,Orthodox
983,Valmir-Lazaro,1985-08-15,72.0,155.0,73.0,Orthodox
984,Akbarh-Arreola,1983-01-14,70.0,155.0,71.0,Southpaw
985,Anthony-Perosh,1972-10-05,75.0,205.0,75.0,Orthodox
986,Danny-Martinez,1985-06-14,66.0,125.0,67.0,Orthodox
987,Richie-Vaculik,1983-06-19,66.0,125.0,69.0,Orthodox
988,Steve-Montgomery,1990-12-19,76.0,185.0,75.0,Southpaw
989,Steve-Kennedy,1983-03-07,71.0,170.0,71.0,Orthodox
990,Piotr-Hallmann,1987-08-25,69.0,155.0,71.0,Orthodox
991,Fabio-Maldonado,1980-03-17,73.0,205.0,75.0,Orthodox
992,Kevin-Souza,1984-10-17,72.0,145.0,74.0,Orthodox
993,Gasan-Umalatov,1982-09-11,71.0,170.0,71.0,Orthodox
994,Bruno-Korea,1991-06-28,66.0,135.0,65.0,
995,Paddy-Holohan,1988-05-03,70.0,125.0,69.0,Orthodox
996,Jon-Delos-Reyes,1987-08-19,66.0,125.0,67.0,Orthodox
997,Mickael-Lebout,1987-08-16,71.0,155.0,73.0,Orthodox
998,Aisling-Daly,1987-12-24,62.0,115.0,64.0,
999,Ericka-Almeida,1989-03-05,66.0,115.0,68.0,
1000,Cathal-Pendred,1987-09-02,73.0,170.0,75.0,Orthodox
1001,Bubba-Bush,1985-07-24,72.0,185.0,73.0,Orthodox
1002,Ruslan-Magomedov,1986-11-26,75.0,242.0,78.0,Orthodox
1003,Shawn-Jordan,1984-10-21,72.0,260.0,75.0,Southpaw
1004,Francisco-Trevino,1981-12-17,69.0,155.0,70.0,Orthodox
1005,Chris-Cariaso,1981-05-27,63.0,125.0,63.0,Southpaw
1006,Chico-Camus,1985-01-26,66.0,125.0,66.0,Orthodox
1007,George-Roop,1981-11-10,73.0,135.0,72.0,Orthodox
1008,Katsunori-Kikuno,1981-10-31,68.0,145.0,66.0,Orthodox
1009,Naoyuki-Kotani,1981-12-08,68.0,155.0,66.0,Southpaw
1010,Roger-Zapata,1986-05-09,71.0,170.0,74.0,Southpaw
1011,Clay-Collard,1993-03-10,71.0,145.0,73.0,Orthodox
1012,Ron-Stallings,1983-01-25,74.0,170.0,75.0,Southpaw
1013,Nazareno-Malegarie,1986-05-16,68.0,155.0,70.0,
1014,Sam-Stout,1984-04-23,69.0,155.0,70.0,Orthodox
1015,Yves-Jabouin,1979-05-30,67.0,135.0,68.0,Orthodox
1016,Elias-Silverio,1986-09-22,71.0,155.0,73.0,Orthodox
1017,Tom-Watson,1982-07-13,73.0,185.0,73.0,Orthodox
1018,Sirwan-Kakai,1989-10-03,65.0,135.0,66.0,Orthodox
1019,Roman-Salazar,1988-02-21,67.0,135.0,67.0,Orthodox
1020,Anthony-Christodoulou,1987-07-30,69.0,155.0,72.0,Orthodox
1021,Minotauro-Nogueira,1976-06-02,75.0,240.0,77.0,Orthodox
1022,Soa-Palelei,1977-07-12,76.0,265.0,81.0,Orthodox
1023,Hugo-Viana,1982-09-26,66.0,135.0,67.0,Orthodox
1024,Ramsey-Nijem,1988-04-01,71.0,155.0,75.0,Orthodox
1025,Jessamyn-Duke,1986-06-24,71.0,135.0,73.0,
1026,Ivan-Jorge,1980-11-07,69.0,155.0,73.0,Orthodox
1027,Pawel-Pawlak,1989-02-08,72.0,170.0,73.0,Orthodox
1028,Leonardo-Mafra,1989-04-25,70.0,155.0,70.0,Orthodox
1029,Vaughan-Lee,1982-10-15,66.0,125.0,66.0,Orthodox
1030,Hans-Stringer,1987-07-06,75.0,205.0,73.0,Orthodox
1031,Paul-Redmond,1986-10-20,70.0,145.0,70.0,Orthodox
1032,Marcus-Brimage,1985-04-06,64.0,135.0,71.0,Southpaw
1033,Josh-Thomson,1978-09-21,70.0,155.0,71.0,Orthodox
1034,Igor-Araujo,1980-12-06,73.0,170.0,77.0,Orthodox
1035,Ildemar-Alcantara,1982-11-18,74.0,185.0,78.0,Orthodox
1036,Andrew-Craig,1986-01-15,73.0,170.0,76.0,Orthodox
1037,Dan-Miller,1981-06-30,73.0,185.0,74.0,Orthodox
1038,Darrell-Montague,1987-11-03,66.0,125.0,67.0,Southpaw
1039,Mike-Swick,1979-06-19,73.0,170.0,77.0,Orthodox
1040,Yosdenis-Cedeno,1985-02-12,68.0,155.0,69.0,Orthodox
1041,Eddie-Gordon,1983-07-22,72.0,185.0,76.0,Orthodox
1042,Joe-Merritt,1984-03-07,72.0,170.0,73.0,Orthodox
1043,Lewis-Gonzalez,1987-09-19,70.0,170.0,73.0,Orthodox
1044,Alan-Omer,1988-09-14,70.0,145.0,71.0,Orthodox
1045,Niklas-Backstrom,1989-08-22,73.0,145.0,74.0,Orthodox
1046,Antonio-Dos-Santos,1988-07-21,70.0,185.0,72.0,Orthodox
1047,Brian-Ebersole,1980-11-27,72.0,170.0,73.0,Southpaw
1048,Justin-Edwards,1983-01-26,70.0,155.0,70.0,Orthodox
1049,Ricardo-Abreu,1984-04-27,71.0,185.0,73.0,Orthodox
1050,Leonardo-Morales,1992-12-22,68.0,135.0,68.0,Southpaw
1051,Ryan-Jimmo,1981-11-27,73.0,205.0,73.0,Orthodox
1052,Wendell-Oliveira,1983-06-01,70.0,170.0,72.0,Orthodox
1053,Luiz-Dutra,1982-05-06,71.0,170.0,71.0,Orthodox
1054,Joshua-Sampo,1984-07-24,64.0,125.0,64.0,Orthodox
1055,Costas-Philippou,1979-11-29,71.0,185.0,73.0,Orthodox
1056,Mark-Munoz,1978-02-09,72.0,185.0,72.0,Orthodox
1057,Luke-Barnatt,1988-04-13,78.0,185.0,77.0,Orthodox
1058,Zhang-Lipeng,1990-03-10,71.0,155.0,71.0,Southpaw
1059,Royston-Wee,1986-11-15,67.0,135.0,67.0,Orthodox
1060,Roldan-Sangcha-an,1990-12-04,64.0,125.0,65.0,Orthodox
1061,Nolan-Ticman,1988-05-17,66.0,125.0,69.0,Orthodox
1062,Hatsu-Hioki,1983-07-18,71.0,145.0,70.0,Orthodox
1063,Lisa-Ellis,1982-11-15,64.0,115.0,62.0,
1064,Dylan-Andrews,1979-11-15,73.0,185.0,73.0,Switch
1065,Vik-Grujic,1977-02-06,71.0,170.0,73.0,Orthodox
1066,Alptekin-Ozkilic,1986-03-27,65.0,125.0,65.0,Orthodox
1067,Rampage-Jackson,1978-06-20,73.0,205.0,73.0,Orthodox
1068,David-Michaud,1988-11-10,69.0,155.0,72.0,Orthodox
1069,Chris-Clements,1976-02-09,70.0,170.0,70.0,Orthodox
1070,Jessica-Rakoczy,1977-04-14,67.0,115.0,68.0,Orthodox
1071,Jimy-Hettes,1987-06-09,69.0,145.0,71.0,Southpaw
1072,Mirko-Cro-Cop,1974-09-10,74.0,230.0,73.0,Southpaw
1073,Seth-Baczynski,1981-10-26,75.0,170.0,74.0,Orthodox
1074,Izabela-Badurek,1991-07-11,65.0,115.0,,Orthodox
1075,Marcin-Bandel,1989-10-10,70.0,155.0,70.0,Orthodox
1076,Rocky-Lee,1987-04-08,69.0,145.0,68.0,Orthodox
1077,Robert-Peralta,1986-03-14,68.0,145.0,71.0,Orthodox
1078,Justin-Jones,1987-09-06,71.0,185.0,78.0,Orthodox
1079,Josh-Koscheck,1977-11-30,70.0,170.0,73.0,Orthodox
1080,Shayna-Baszler,1980-08-08,67.0,135.0,67.0,Orthodox
1081,Cain-Carrizosa,1986-07-22,68.0,155.0,74.0,Orthodox
1082,Jorge-de-Oliveira,1980-01-22,68.0,155.0,71.0,Orthodox
1083,Bentley-Syler,1982-12-22,64.0,125.0,68.0,Orthodox
1084,Roger-Narvaez,1983-09-09,75.0,185.0,79.0,Southpaw
1085,Josh-Copeland,1982-10-20,73.0,265.0,75.0,Orthodox
1086,Jake-Lindsey,1986-06-21,71.0,155.0,71.0,Switch
1087,Larissa-Pacheco,1994-09-07,67.0,135.0,69.0,Orthodox
1088,Norifumi-Yamamoto,1977-03-15,64.0,135.0,66.0,Southpaw
1089,Ruan-Potts,1978-02-23,74.0,247.0,75.0,Orthodox
1090,Alex-Torres,1988-05-29,70.0,145.0,70.0,Orthodox
1091,William-Patolino,1991-07-01,71.0,170.0,75.0,Orthodox
1092,Cody-Gibson,1987-09-11,70.0,135.0,71.0,Orthodox
1093,Josh-Shockley,1989-11-15,73.0,155.0,74.0,Orthodox
1094,Patrick-Walsh,1988-11-28,71.0,185.0,71.0,
1095,Rodrigo-de-Lima,1991-03-12,67.0,155.0,75.0,Orthodox
1096,Nick-Diaz,1983-08-02,73.0,185.0,76.0,Southpaw
1097,Ian-McCall,1984-05-07,65.0,125.0,64.0,Orthodox
1098,Richardson-Moreira,1984-03-31,74.0,185.0,72.0,Orthodox
1099,Andy-Enz,1991-08-15,75.0,185.0,78.0,Orthodox
1100,Phil-Davis,1984-09-25,74.0,205.0,79.0,Orthodox
1101,Akira-Corassani,1982-08-27,68.0,145.0,68.0,Orthodox
1102,Andy-Ogle,1989-02-16,68.0,145.0,69.0,Orthodox
1103,Stanislav-Nedkov,1981-12-09,71.0,205.0,71.0,Orthodox
1104,Shane-Howell,1983-11-28,68.0,125.0,69.0,Orthodox
1105,Sean-Soriano,1989-10-06,69.0,145.0,70.0,Orthodox
1106,Matt-Van-Buren,1986-06-12,77.0,205.0,76.0,
1107,Tateki-Matsuda,1986-02-27,67.0,125.0,65.0,Orthodox
1108,Louis-Gaudinot,1984-08-28,63.0,125.0,63.0,Orthodox
1109,Rodrigo-Damm,1980-02-03,67.0,155.0,71.0,Orthodox
1110,Mats-Nilsson,1983-12-05,73.0,170.0,74.0,Orthodox
1111,Alexis-Dufresne,1990-08-31,69.0,135.0,68.0,Orthodox
1112,Mike-Rhodes,1989-12-04,73.0,170.0,74.0,Orthodox
1113,Tom-Niinimaki,1982-07-25,69.0,145.0,69.0,Orthodox
1114,Jamie-Varner,1984-10-12,68.0,155.0,72.0,Orthodox
1115,Joe-Ellenberger,1985-03-28,69.0,155.0,72.0,Orthodox
1116,Garett-Whiteley,1980-12-13,72.0,155.0,72.0,Orthodox
1117,Dustin-Kimura,1989-05-21,67.0,135.0,71.0,Orthodox
1118,Brendan-Schaub,1983-03-18,76.0,245.0,78.0,Orthodox
1119,Matt-Hobar,1987-01-07,70.0,135.0,70.0,Southpaw
1120,Isaac-Vallie-Flagg,1978-04-08,68.0,155.0,68.0,Orthodox
1121,Yves-Edwards,1976-09-30,69.0,155.0,73.0,Southpaw
1122,Juan-Puig,1989-04-23,69.0,145.0,72.0,Orthodox
1123,Chris-Heatherly,1987-11-24,69.0,155.0,68.0,Orthodox
1124,Humberto-Brown,1984-11-03,70.0,145.0,71.0,
1125,Rodolfo-Rubio,1987-01-29,65.0,145.0,66.0,Orthodox
1126,Charlie-Brenneman,1981-02-09,70.0,155.0,72.0,Orthodox
1127,Tim-Gorman,1983-04-29,65.0,135.0,68.0,Southpaw
1128,Wagner-Silva,1987-02-07,72.0,170.0,71.0,Orthodox
1129,Vagner-Rocha,1982-06-06,70.0,155.0,73.0,Orthodox
1130,Guto-Inocente,1986-05-29,75.0,205.0,77.0,Orthodox
1131,Luke-Zachrich,1981-12-19,74.0,185.0,74.0,Orthodox
1132,Jumabieke-Tuerxun,1986-04-17,67.0,135.0,67.0,Orthodox
1133,Fabricio-Camoes,1978-12-23,70.0,155.0,73.0,Orthodox
1134,Bruno-Santos,1987-07-17,69.0,185.0,69.0,Orthodox
1135,Anthony-Njokuani,1980-03-01,73.0,155.0,75.0,Orthodox
1136,Tor-Troeng,1983-01-25,74.0,185.0,77.0,Orthodox
1137,Ernest-Chavez,1983-06-27,68.0,145.0,70.0,Orthodox
1138,Amir-Sadollah,1980-08-27,70.0,170.0,74.0,Orthodox
1139,Takenori-Sato,1985-06-08,70.0,170.0,71.0,Southpaw
1140,Kazuki-Tokudome,1987-03-04,71.0,155.0,73.0,Southpaw
