,Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td,Td %,Sub. att,Pass,Rev.,Sig. str,Head,Body,Leg,Distance,Clinch,Ground
0,John Hathaway Pascal Krauss,1  0,68 of 154  33 of 95,44%  34%,123 of 219  48 of 113,2 of 7  1 of 3,28%  33%,0  0,0  1,0  0,68 of 154  33 of 95,55 of 137  20 of 77,10 of 14  5 of 9,3 of 3  8 of 9,47 of 120  28 of 89,7 of 10  2 of 3,14 of 24  3 of 3
0,Louis Gaudinot John Lineker,0  0,65 of 132  96 of 212,49%  45%,94 of 169  121 of 240,2 of 2  0 of 0,100%  0%,1  0,0  0,0  0,65 of 132  96 of 212,52 of 113  65 of 165,11 of 17  25 of 40,2 of 2  6 of 7,51 of 107  90 of 204,2 of 5  3 of 5,12 of 20  3 of 3
0,Danny Castillo John Cholish,0  0,52 of 136  29 of 84,38%  34%,62 of 147  31 of 86,1 of 3  1 of 6,33%  16%,0  0,2  1,0  0,52 of 136  29 of 84,29 of 109  20 of 74,9 of 11  2 of 3,14 of 16  7 of 7,31 of 109  27 of 81,18 of 21  2 of 3,3 of 6  0 of 0
0,Dennis Bermudez Pablo Garza,0  0,45 of 85  27 of 59,52%  45%,114 of 166  57 of 93,8 of 9  0 of 2,88%  0%,1  0,13  0,0  0,45 of 85  27 of 59,33 of 69  17 of 46,5 of 7  9 of 10,7 of 9  1 of 3,7 of 22  8 of 24,6 of 8  5 of 7,32 of 55  14 of 28
0,Roland Delorme Nick Denis,0  0,26 of 42  24 of 43,61%  55%,40 of 56  37 of 60,1 of 5  1 of 1,20%  100%,2  0,1  0,0  0,26 of 42  24 of 43,14 of 29  15 of 34,9 of 10  6 of 6,3 of 3  3 of 3,18 of 33  8 of 24,7 of 8  13 of 16,1 of 1  3 of 3
0,Mike Massenzio  Karlos Vemola,0  0,11 of 27  16 of 39,40%  41%,14 of 30  16 of 40,1 of 3  2 of 4,33%  50%,0  2,2  0,0  0,11 of 27  16 of 39,9 of 23  13 of 32,2 of 4  0 of 1,0 of 0  3 of 6,7 of 20  8 of 26,4 of 7  2 of 6,0 of 0  6 of 7
0,Jon Jones Rashad Evans,0  0,105 of 214  45 of 151,49%  29%,116 of 228  49 of 155,1 of 2  0 of 4,50%  0%,0  0,0  0,0  0,105 of 214  45 of 151,68 of 154  16 of 104,19 of 37  13 of 27,18 of 23  16 of 20,86 of 187  39 of 137,18 of 25  6 of 11,1 of 2  0 of 3
0,Rory MacDonald Che Mills,0  0,47 of 69  6 of 22,68%  27%,75 of 99  21 of 38,2 of 2  0 of 0,100%  0%,0  0,8  0,0  0,47 of 69  6 of 22,45 of 66  2 of 17,2 of 2  0 of 0,0 of 1  4 of 5,3 of 9  4 of 19,0 of 0  2 of 3,44 of 60  0 of 0
0,Brendan Schaub Ben Rothwell,0  1,9 of 17  8 of 17,52%  47%,9 of 17  8 of 18,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,9 of 17  8 of 17,9 of 17  6 of 15,0 of 0  2 of 2,0 of 0  0 of 0,7 of 15  5 of 12,2 of 2  2 of 2,0 of 0  1 of 3
0,Miguel Torres  Michael McDonald,0  1,8 of 29  16 of 59,27%  27%,8 of 29  16 of 59,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,8 of 29  16 of 59,6 of 26  13 of 55,1 of 2  3 of 4,1 of 1  0 of 0,8 of 29  14 of 56,0 of 0  0 of 0,0 of 0  2 of 3
0,Mark Hominick Eddie Yagin,0  2,110 of 210  84 of 284,52%  29%,116 of 217  100 of 301,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,110 of 210  84 of 284,96 of 188  69 of 253,12 of 19  3 of 13,2 of 3  12 of 18,110 of 210  73 of 259,0 of 0  0 of 0,0 of 0  11 of 25
0,Mark Bocek John Alessio,0  0,74 of 107  33 of 87,69%  37%,117 of 153  82 of 140,5 of 11  0 of 0,45%  0%,0  0,7  0,0  0,74 of 107  33 of 87,50 of 80  25 of 74,2 of 3  3 of 8,22 of 24  5 of 5,20 of 47  27 of 78,16 of 17  6 of 9,38 of 43  0 of 0
0,Travis Browne Chad Griggs,0  0,4 of 8  0 of 3,50%  0%,7 of 11  6 of 10,1 of 2  0 of 0,50%  0%,1  0,2  0,0  0,4 of 8  0 of 3,2 of 5  0 of 3,1 of 2  0 of 0,1 of 1  0 of 0,2 of 5  0 of 3,2 of 2  0 of 0,0 of 1  0 of 0
0,Matt Brown Stephen Thompson,0  0,36 of 77  67 of 133,46%  50%,91 of 148  78 of 146,5 of 13  0 of 0,38%  0%,1  0,5  0,1  1,36 of 77  67 of 133,20 of 59  53 of 115,6 of 7  12 of 16,10 of 11  2 of 2,17 of 53  61 of 126,3 of 3  3 of 4,16 of 21  3 of 3
0,John Makdessi Anthony Njokuani,0  0,39 of 116  73 of 152,33%  48%,45 of 124  75 of 154,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,39 of 116  73 of 152,14 of 66  29 of 84,14 of 36  23 of 40,11 of 14  21 of 28,38 of 112  71 of 150,1 of 4  2 of 2,0 of 0  0 of 0
0,Mac Danzig Efrain Escudero,0  0,67 of 119  56 of 133,56%  42%,130 of 190  107 of 186,1 of 5  0 of 2,20%  0%,0  1,0  0,0  0,67 of 119  56 of 133,24 of 75  24 of 94,27 of 28  15 of 20,16 of 16  17 of 19,46 of 95  44 of 119,21 of 24  12 of 14,0 of 0  0 of 0
0,Keith Wisniewski Chris Clements,0  2,28 of 46  68 of 123,60%  55%,44 of 65  86 of 144,3 of 6  0 of 2,50%  0%,1  0,5  0,0  0,28 of 46  68 of 123,26 of 43  38 of 85,2 of 3  14 of 21,0 of 0  16 of 17,18 of 35  49 of 99,0 of 0  8 of 11,10 of 11  11 of 13
0,Marcus Brimage Maximo Blanco,0  0,24 of 136  18 of 78,17%  23%,24 of 136  18 of 78,0 of 0  0 of 3,0%  0%,0  0,0  0,0  0,24 of 136  18 of 78,15 of 108  9 of 59,2 of 11  4 of 10,7 of 17  5 of 9,24 of 132  17 of 74,0 of 3  1 of 3,0 of 1  0 of 1
0,Alexander Gustafsson Thiago Silva,1  0,76 of 283  38 of 108,26%  35%,78 of 287  38 of 108,1 of 1  0 of 0,100%  0%,0  0,0  0,0  0,76 of 283  38 of 108,50 of 249  21 of 80,7 of 13  4 of 10,19 of 21  13 of 18,72 of 272  36 of 97,3 of 8  2 of 9,1 of 3  0 of 2
0,Brian Stann Alessio Sakara,1  0,18 of 33  7 of 14,54%  50%,28 of 47  13 of 20,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,18 of 33  7 of 14,14 of 29  5 of 12,1 of 1  2 of 2,3 of 3  0 of 0,7 of 16  5 of 10,5 of 8  2 of 4,6 of 9  0 of 0
0,Paulo Thiago Siyar Bahadurzada,0  1,0 of 2  3 of 4,0%  75%,0 of 2  3 of 4,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,0 of 2  3 of 4,0 of 2  3 of 4,0 of 0  0 of 0,0 of 0  0 of 0,0 of 2  3 of 4,0 of 0  0 of 0,0 of 0  0 of 0
0,Dennis Siver Diego Nunes,0  0,68 of 203  49 of 125,33%  39%,78 of 216  49 of 125,0 of 6  0 of 0,0%  0%,0  0,0  0,0  0,68 of 203  49 of 125,31 of 143  11 of 58,17 of 24  15 of 20,20 of 36  23 of 47,58 of 183  35 of 106,10 of 20  14 of 19,0 of 0  0 of 0
0,DaMarques Johnson  John Maguire,0  0,15 of 25  6 of 7,60%  85%,33 of 44  35 of 38,0 of 0  3 of 3,0%  100%,1  1,1  4,1  0,15 of 25  6 of 7,8 of 18  4 of 5,2 of 2  2 of 2,5 of 5  0 of 0,6 of 12  1 of 2,1 of 1  0 of 0,8 of 12  5 of 5
0,Brad Pickett Damacio Page,1  0,36 of 67  23 of 57,53%  40%,65 of 101  34 of 70,4 of 5  1 of 4,80%  25%,1  1,4  2,0  1,36 of 67  23 of 57,34 of 64  18 of 44,1 of 2  4 of 12,1 of 1  1 of 1,11 of 24  16 of 45,1 of 3  4 of 8,24 of 40  3 of 4
0,Papy Abedi James Head,0  0,11 of 18  21 of 43,61%  48%,19 of 28  28 of 50,1 of 3  0 of 0,33%  0%,0  1,1  2,0  0,11 of 18  21 of 43,7 of 13  16 of 36,2 of 2  5 of 7,2 of 3  0 of 0,6 of 12  9 of 28,2 of 3  10 of 12,3 of 3  2 of 3
0,Cyrille Diabate Tom DeBlass,0  0,48 of 50  1 of 6,96%  16%,90 of 94  17 of 24,2 of 2  2 of 4,100%  50%,0  1,3  7,1  2,48 of 50  1 of 6,31 of 33  1 of 5,15 of 15  0 of 1,2 of 2  0 of 0,12 of 13  1 of 6,0 of 0  0 of 0,36 of 37  0 of 0
0,Francis Carmont Magnus Cedenblad,0  0,28 of 30  11 of 14,93%  78%,53 of 57  39 of 42,2 of 2  0 of 0,100%  0%,1  1,6  4,1  1,28 of 30  11 of 14,27 of 29  10 of 11,1 of 1  0 of 1,0 of 0  1 of 2,2 of 3  4 of 7,0 of 0  0 of 0,26 of 27  7 of 7
0,Reza Madadi Yoislandy Izquierdo,0  0,1 of 1  36 of 64,100%  56%,2 of 2  44 of 72,3 of 7  0 of 2,42%  0%,1  0,3  0,0  0,1 of 1  36 of 64,0 of 0  17 of 41,0 of 0  12 of 15,1 of 1  7 of 8,0 of 0  30 of 56,1 of 1  4 of 6,0 of 0  2 of 2
0,Simeon Thoresen Besam Yousef,0  0,37 of 67  28 of 54,55%  51%,81 of 117  98 of 137,1 of 4  0 of 0,25%  0%,3  0,2  0,1  0,37 of 67  28 of 54,19 of 49  22 of 46,18 of 18  5 of 7,0 of 0  1 of 1,12 of 39  16 of 39,18 of 18  10 of 12,7 of 10  2 of 3
0,Jason Young Eric Wisely,0  0,44 of 86  36 of 69,51%  52%,133 of 179  118 of 157,4 of 6  0 of 1,66%  0%,0  0,0  0,0  0,44 of 86  36 of 69,19 of 56  15 of 47,6 of 6  11 of 11,19 of 24  10 of 11,18 of 54  33 of 66,8 of 8  3 of 3,18 of 24  0 of 0
0,Thiago Alves Martin Kampmann,0  0,62 of 118  47 of 118,52%  39%,90 of 151  57 of 133,2 of 3  1 of 7,66%  14%,0  1,2  1,0  1,62 of 118  47 of 118,42 of 91  34 of 104,11 of 12  13 of 14,9 of 15  0 of 0,60 of 113  39 of 107,1 of 1  8 of 11,1 of 4  0 of 0
0,Joseph Benavidez Yasuhiro Urushitani,1  0,18 of 50  8 of 18,36%  44%,33 of 65  12 of 22,1 of 5  0 of 0,20%  0%,1  0,4  0,0  0,18 of 50  8 of 18,8 of 29  5 of 13,6 of 10  2 of 2,4 of 11  1 of 3,12 of 42  8 of 18,2 of 2  0 of 0,4 of 6  0 of 0
0,Court McGee Costas Philippou,0  0,58 of 167  60 of 155,34%  38%,70 of 181  62 of 157,0 of 8  0 of 0,0%  0%,0  0,0  0,0  0,58 of 167  60 of 155,31 of 129  55 of 147,15 of 22  4 of 7,12 of 16  1 of 1,54 of 159  60 of 155,4 of 8  0 of 0,0 of 0  0 of 0
0,James Te Huna Aaron Rosa,0  0,22 of 33  0 of 12,66%  0%,37 of 50  16 of 29,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,22 of 33  0 of 12,20 of 31  0 of 12,0 of 0  0 of 0,2 of 2  0 of 0,11 of 18  0 of 12,4 of 7  0 of 0,7 of 8  0 of 0
0,Anthony Perosh Nick Penner,0  0,25 of 45  5 of 22,55%  22%,35 of 57  9 of 26,2 of 4  0 of 0,50%  0%,0  0,2  1,0  1,25 of 45  5 of 22,24 of 44  4 of 21,0 of 0  1 of 1,1 of 1  0 of 0,2 of 9  3 of 19,2 of 3  1 of 1,21 of 33  1 of 2
0,Cole Miller Steven Siler,0  0,72 of 152  81 of 221,47%  36%,77 of 157  95 of 235,1 of 5  1 of 6,20%  16%,0  1,2  1,0  0,72 of 152  81 of 221,44 of 117  50 of 189,11 of 17  20 of 20,17 of 18  11 of 12,54 of 130  64 of 193,16 of 19  17 of 28,2 of 3  0 of 0
0,Kyle Noke Andrew Craig,0  0,36 of 63  36 of 79,57%  45%,40 of 67  104 of 158,3 of 7  1 of 2,42%  50%,1  0,2  1,0  0,36 of 63  36 of 79,20 of 40  30 of 68,9 of 15  4 of 7,7 of 8  2 of 4,29 of 56  24 of 66,1 of 1  3 of 3,6 of 6  9 of 10
0,TJ Waldburger Jake Hecht,0  0,3 of 3  2 of 5,100%  40%,3 of 3  2 of 5,1 of 1  0 of 0,100%  0%,1  0,0  0,0  0,3 of 3  2 of 5,2 of 2  1 of 4,0 of 0  1 of 1,1 of 1  0 of 0,3 of 3  2 of 5,0 of 0  0 of 0,0 of 0  0 of 0
0,Mackens Semerzier  Daniel Pineda,0  1,9 of 12  14 of 21,75%  66%,9 of 12  15 of 22,0 of 0  0 of 0,0%  0%,0  2,0  1,0  0,9 of 12  14 of 21,4 of 7  11 of 18,2 of 2  2 of 2,3 of 3  1 of 1,6 of 9  10 of 16,3 of 3  3 of 4,0 of 0  1 of 1
0,Oli Thompson  Shawn Jordan,0  0,29 of 62  64 of 113,46%  56%,32 of 66  68 of 117,0 of 1  0 of 0,0%  0%,1  0,0  0,0  0,29 of 62  64 of 113,15 of 48  57 of 105,6 of 6  7 of 8,8 of 8  0 of 0,28 of 60  56 of 102,1 of 2  6 of 6,0 of 0  2 of 5
0,Frankie Edgar Benson Henderson,0  0,68 of 190  87 of 264,35%  32%,81 of 204  100 of 277,5 of 12  1 of 1,41%  100%,0  3,0  0,0  0,68 of 190  87 of 264,33 of 132  50 of 212,18 of 37  25 of 32,17 of 21  12 of 20,57 of 177  71 of 240,6 of 6  8 of 11,5 of 7  8 of 13
0,Rampage Jackson Ryan Bader,0  0,16 of 39  55 of 101,41%  54%,30 of 53  109 of 158,1 of 4  4 of 9,25%  44%,0  0,0  4,0  0,16 of 39  55 of 101,8 of 29  27 of 71,6 of 8  9 of 9,2 of 2  19 of 21,9 of 31  20 of 55,6 of 6  10 of 13,1 of 2  25 of 33
0,Mark Hunt Cheick Kongo,1  0,10 of 16  5 of 12,62%  41%,10 of 16  5 of 12,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,10 of 16  5 of 12,8 of 14  2 of 7,0 of 0  2 of 2,2 of 2  1 of 3,9 of 15  4 of 11,0 of 0  1 of 1,1 of 1  0 of 0
0,Yoshihiro Akiyama Jake Shields,0  0,33 of 97  91 of 201,34%  45%,52 of 118  119 of 232,2 of 4  2 of 14,50%  14%,0  0,0  1,0  0,33 of 97  91 of 201,29 of 92  49 of 142,2 of 3  24 of 32,2 of 2  18 of 27,28 of 90  79 of 177,5 of 7  11 of 23,0 of 0  1 of 1
0,Yushin Okami Tim Boetsch,0  1,29 of 75  42 of 93,38%  45%,43 of 91  47 of 99,1 of 2  0 of 1,50%  0%,0  1,2  0,0  0,29 of 75  42 of 93,26 of 72  36 of 79,2 of 2  3 of 9,1 of 1  3 of 5,19 of 58  26 of 76,0 of 0  11 of 12,10 of 17  5 of 5
0,Hatsu Hioki Bart Palaszewski,0  0,67 of 111  26 of 78,60%  33%,175 of 221  31 of 84,2 of 5  0 of 0,40%  0%,2  1,5  0,1  0,67 of 111  26 of 78,48 of 86  10 of 45,15 of 21  6 of 10,4 of 4  10 of 23,31 of 68  25 of 77,2 of 2  1 of 1,34 of 41  0 of 0
0,Anthony Pettis Joe Lauzon,1  0,9 of 20  0 of 8,45%  0%,9 of 20  0 of 8,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,9 of 20  0 of 8,8 of 17  0 of 8,0 of 1  0 of 0,1 of 2  0 of 0,6 of 16  0 of 8,0 of 0  0 of 0,3 of 4  0 of 0
0,Takanori Gomi Eiji Mitsuoka,0  1,48 of 107  32 of 66,44%  48%,95 of 156  34 of 69,0 of 0  1 of 4,0%  25%,0  1,0  1,0  0,48 of 107  32 of 66,34 of 87  31 of 64,11 of 17  0 of 1,3 of 3  1 of 1,31 of 85  32 of 65,10 of 14  0 of 1,7 of 8  0 of 0
0,Norifumi Yamamoto Vaughan Lee,0  1,21 of 49  14 of 30,42%  46%,21 of 49  32 of 48,1 of 2  0 of 1,50%  0%,0  2,0  0,0  0,21 of 49  14 of 30,19 of 45  9 of 24,2 of 4  4 of 5,0 of 0  1 of 1,17 of 40  7 of 22,4 of 9  7 of 8,0 of 0  0 of 0
0,Riki Fukuda Steve Cantwell,0  0,124 of 242  47 of 148,51%  31%,187 of 310  49 of 151,3 of 6  1 of 1,50%  100%,0  1,1  0,0  0,124 of 242  47 of 148,86 of 190  29 of 112,15 of 21  12 of 28,23 of 31  6 of 8,99 of 193  33 of 125,19 of 37  14 of 23,6 of 12  0 of 0
0,Takeya Mizugaki Chris Cariaso,0  0,28 of 88  37 of 77,31%  48%,70 of 141  75 of 119,2 of 4  0 of 1,50%  0%,0  0,0  0,0  1,28 of 88  37 of 77,20 of 74  21 of 58,6 of 8  15 of 18,2 of 6  1 of 1,6 of 51  14 of 49,8 of 12  23 of 28,14 of 25  0 of 0
0,Tiequan Zhang Issei Tamura,0  2,6 of 19  15 of 24,31%  62%,6 of 19  77 of 90,0 of 0  1 of 2,0%  50%,1  0,0  2,0  0,6 of 19  15 of 24,3 of 16  15 of 24,0 of 0  0 of 0,3 of 3  0 of 0,6 of 19  7 of 13,0 of 0  0 of 0,0 of 0  8 of 11
0,Diego Sanchez Jake Ellenberger,0  1,29 of 114  62 of 124,25%  50%,63 of 158  78 of 141,0 of 1  2 of 8,0%  25%,0  0,1  0,0  0,29 of 114  62 of 124,17 of 92  44 of 102,9 of 18  10 of 13,3 of 4  8 of 9,27 of 109  51 of 103,0 of 3  7 of 12,2 of 2  4 of 9
0,Stefan Struve Dave Herman,1  0,47 of 81  51 of 74,58%  68%,82 of 124  51 of 74,1 of 1  0 of 0,100%  0%,0  0,4  0,0  0,47 of 81  51 of 74,26 of 59  16 of 33,5 of 5  13 of 15,16 of 17  22 of 26,39 of 69  51 of 74,0 of 0  0 of 0,8 of 12  0 of 0
0,Aaron Simpson Ronny Markes,1  0,55 of 84  62 of 97,65%  63%,75 of 104  78 of 115,0 of 5  2 of 6,0%  33%,0  0,0  1,0  0,55 of 84  62 of 97,34 of 61  28 of 61,11 of 13  4 of 5,10 of 10  30 of 31,24 of 47  36 of 70,13 of 14  14 of 14,18 of 23  12 of 13
0,Stipe Miocic Philip De Fries,1  0,8 of 17  7 of 18,47%  38%,10 of 19  7 of 18,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,8 of 17  7 of 18,8 of 17  7 of 18,0 of 0  0 of 0,0 of 0  0 of 0,5 of 14  6 of 17,0 of 0  1 of 1,3 of 3  0 of 0
0,TJ Dillashaw Walel Watson,0  0,85 of 114  11 of 33,74%  33%,154 of 192  19 of 42,3 of 7  0 of 0,42%  0%,5  1,9  0,0  0,85 of 114  11 of 33,76 of 105  10 of 31,5 of 5  1 of 2,4 of 4  0 of 0,9 of 15  7 of 26,0 of 0  0 of 0,76 of 99  4 of 7
0,Ivan Menjivar John Albert,0  0,25 of 35  31 of 55,71%  56%,33 of 44  37 of 64,1 of 1  0 of 0,100%  0%,2  3,1  0,0  0,25 of 35  31 of 55,21 of 30  17 of 38,4 of 5  12 of 15,0 of 0  2 of 2,4 of 11  17 of 36,0 of 1  13 of 15,21 of 23  1 of 4
0,Jonathan Brookins Vagner Rocha,0  0,18 of 28  7 of 16,64%  43%,18 of 28  7 of 16,1 of 1  0 of 0,100%  0%,0  0,0  0,0  0,18 of 28  7 of 16,13 of 21  4 of 12,4 of 6  2 of 3,1 of 1  1 of 1,9 of 18  7 of 16,0 of 1  0 of 0,9 of 9  0 of 0
0,Anton Kuivanen Justin Salas,0  0,38 of 115  50 of 111,33%  45%,39 of 117  66 of 129,0 of 0  4 of 15,0%  26%,0  0,0  1,0  0,38 of 115  50 of 111,16 of 85  24 of 78,19 of 26  13 of 16,3 of 4  13 of 17,29 of 102  32 of 87,9 of 12  8 of 11,0 of 1  10 of 13
0,Tim Means Bernardo Magalhaes,0  0,83 of 170  28 of 68,48%  41%,98 of 186  30 of 70,0 of 0  0 of 11,0%  0%,0  0,1  0,0  1,83 of 170  28 of 68,49 of 132  15 of 53,31 of 35  5 of 6,3 of 3  8 of 9,46 of 125  28 of 68,21 of 25  0 of 0,16 of 20  0 of 0
0,Nick Diaz Carlos Condit,0  0,105 of 246  151 of 320,42%  47%,117 of 258  159 of 329,1 of 3  0 of 0,33%  0%,0  0,1  0,0  0,105 of 246  151 of 320,57 of 177  52 of 192,42 of 59  31 of 41,6 of 10  68 of 87,103 of 242  150 of 318,1 of 3  1 of 2,1 of 1  0 of 0
0,Roy Nelson Fabricio Werdum,0  0,26 of 69  91 of 136,37%  66%,55 of 99  98 of 145,0 of 0  0 of 1,0%  0%,1  0,0  1,0  0,26 of 69  91 of 136,18 of 60  47 of 88,5 of 5  24 of 27,3 of 4  20 of 21,21 of 59  78 of 121,4 of 9  13 of 15,1 of 1  0 of 0
0,Josh Koscheck Mike Pierce,0  0,33 of 95  41 of 119,34%  34%,47 of 110  62 of 141,2 of 3  1 of 5,66%  20%,0  0,0  0,0  0,33 of 95  41 of 119,22 of 84  30 of 104,11 of 11  8 of 12,0 of 0  3 of 3,21 of 81  32 of 109,11 of 13  9 of 10,1 of 1  0 of 0
0,Renan Barao Scott Jorgensen,0  0,104 of 299  73 of 206,34%  35%,129 of 324  82 of 215,0 of 0  0 of 7,0%  0%,0  0,1  0,0  0,104 of 299  73 of 206,68 of 250  52 of 179,16 of 23  14 of 18,20 of 26  7 of 9,102 of 296  72 of 205,2 of 3  1 of 1,0 of 0  0 of 0
0,Ed Herman Clifford Starks,0  0,28 of 57  16 of 36,49%  44%,53 of 88  35 of 61,2 of 4  0 of 0,50%  0%,2  0,4  0,0  1,28 of 57  16 of 36,10 of 36  16 of 36,14 of 15  0 of 0,4 of 6  0 of 0,13 of 41  13 of 32,15 of 16  3 of 4,0 of 0  0 of 0
0,Dustin Poirier Max Holloway,0  0,11 of 25  11 of 32,44%  34%,15 of 29  11 of 32,1 of 3  0 of 0,33%  0%,3  0,2  0,0  0,11 of 25  11 of 32,6 of 19  8 of 26,0 of 1  2 of 5,5 of 5  1 of 1,7 of 21  11 of 30,2 of 2  0 of 2,2 of 2  0 of 0
0,Alex Caceres Edwin Figueroa,0  1,55 of 89  41 of 81,61%  50%,76 of 113  53 of 95,1 of 1  0 of 0,100%  0%,7  0,8  0,0  0,55 of 89  41 of 81,35 of 63  24 of 59,13 of 19  9 of 13,7 of 7  8 of 9,52 of 85  26 of 58,2 of 2  5 of 5,1 of 2  10 of 18
0,Matt Brown Chris Cope,1  0,48 of 71  20 of 82,67%  24%,48 of 71  24 of 87,1 of 3  0 of 0,33%  0%,0  0,1  0,0  0,48 of 71  20 of 82,24 of 42  8 of 68,15 of 19  5 of 7,9 of 10  7 of 7,35 of 54  16 of 76,9 of 13  4 of 6,4 of 4  0 of 0
0,Matthew Riddle Henry Martinez,0  0,74 of 158  67 of 169,46%  39%,112 of 200  70 of 173,2 of 3  0 of 1,66%  0%,0  0,1  0,0  0,74 of 158  67 of 169,30 of 101  50 of 149,30 of 42  3 of 6,14 of 15  14 of 14,63 of 145  67 of 169,1 of 2  0 of 0,10 of 11  0 of 0
0,Rafael Natal Michael Kuiper,0  1,36 of 72  30 of 62,50%  48%,61 of 98  68 of 100,6 of 16  0 of 0,37%  0%,2  0,5  0,0  1,36 of 72  30 of 62,25 of 56  24 of 52,5 of 8  3 of 4,6 of 8  3 of 6,24 of 51  8 of 26,11 of 19  4 of 12,1 of 2  18 of 24
0,Dan Stittgen  Stephen Thompson,0  1,8 of 22  22 of 38,36%  57%,8 of 22  22 of 38,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,8 of 22  22 of 38,0 of 5  9 of 23,1 of 5  7 of 9,7 of 12  6 of 6,8 of 22  20 of 36,0 of 0  0 of 0,0 of 0  2 of 2
0,Rashad Evans Phil Davis,0  0,62 of 162  51 of 197,38%  25%,106 of 209  61 of 208,3 of 4  2 of 9,75%  22%,0  0,6  0,1  0,62 of 162  51 of 197,56 of 151  21 of 145,5 of 10  17 of 31,1 of 1  13 of 21,34 of 116  37 of 173,14 of 28  14 of 24,14 of 18  0 of 0
0,Chael Sonnen Michael Bisping,0  0,40 of 97  30 of 86,41%  34%,135 of 203  102 of 163,4 of 7  1 of 3,57%  33%,0  0,2  0,0  0,40 of 97  30 of 86,24 of 76  17 of 68,12 of 16  11 of 16,4 of 5  2 of 2,14 of 56  14 of 64,15 of 21  14 of 19,11 of 20  2 of 3
0,Demian Maia Chris Weidman,0  0,51 of 169  58 of 166,30%  34%,60 of 178  68 of 178,0 of 7  4 of 6,0%  66%,0  0,0  2,0  0,51 of 169  58 of 166,35 of 145  43 of 145,14 of 20  10 of 15,2 of 4  5 of 6,39 of 143  49 of 149,12 of 26  7 of 15,0 of 0  2 of 2
0,Evan Dunham Nik Lentz,0  0,68 of 97  39 of 76,70%  51%,100 of 129  57 of 96,2 of 2  2 of 8,100%  25%,1  0,1  0,0  0,68 of 97  39 of 76,65 of 94  28 of 61,3 of 3  8 of 12,0 of 0  3 of 3,42 of 66  25 of 51,17 of 20  14 of 25,9 of 11  0 of 0
0,Mike Russow Jon Olav Einemo,0  0,21 of 37  31 of 43,56%  72%,58 of 76  85 of 98,6 of 10  0 of 0,60%  0%,0  0,2  1,0  1,21 of 37  31 of 43,16 of 31  18 of 30,5 of 6  9 of 9,0 of 0  4 of 4,12 of 26  17 of 24,0 of 1  12 of 13,9 of 10  2 of 6
0,Cub Swanson George Roop,1  0,43 of 66  35 of 99,65%  35%,50 of 74  44 of 108,2 of 2  0 of 1,100%  0%,0  0,0  0,0  0,43 of 66  35 of 99,24 of 45  15 of 63,9 of 10  12 of 23,10 of 11  8 of 13,28 of 48  28 of 88,5 of 5  6 of 10,10 of 13  1 of 1
0,Charles Oliveira Eric Wisely,0  0,6 of 12  2 of 4,50%  50%,7 of 13  3 of 5,1 of 1  0 of 0,100%  0%,2  0,0  0,0  0,6 of 12  2 of 4,2 of 6  0 of 1,1 of 2  1 of 2,3 of 4  1 of 1,3 of 5  2 of 4,0 of 0  0 of 0,3 of 7  0 of 0
0,Michael Johnson Shane Roller,0  0,64 of 136  56 of 92,47%  60%,77 of 149  72 of 110,1 of 1  1 of 12,100%  8%,0  0,0  1,1  0,64 of 136  56 of 92,44 of 113  49 of 79,5 of 7  6 of 12,15 of 16  1 of 1,42 of 110  26 of 57,19 of 20  5 of 6,3 of 6  25 of 29
0,Joey Beltran Lavar Johnson,0  1,22 of 71  65 of 92,30%  70%,36 of 85  66 of 93,0 of 3  0 of 0,0%  0%,0  0,0  0,0  0,22 of 71  65 of 92,11 of 57  49 of 75,7 of 10  10 of 11,4 of 4  6 of 6,19 of 68  51 of 75,3 of 3  14 of 17,0 of 0  0 of 0
0,Chris Camozzi Dustin Jacoby,0  0,44 of 128  30 of 126,34%  23%,44 of 128  31 of 127,0 of 1  0 of 0,0%  0%,2  0,0  0,0  0,44 of 128  30 of 126,24 of 103  16 of 100,4 of 8  7 of 16,16 of 17  7 of 10,42 of 122  29 of 124,2 of 5  1 of 2,0 of 1  0 of 0
0,Melvin Guillard Jim Miller,0  0,16 of 26  4 of 12,61%  33%,21 of 31  5 of 13,0 of 0  1 of 3,0%  33%,0  1,0  2,0  0,16 of 26  4 of 12,12 of 21  2 of 7,4 of 4  2 of 3,0 of 1  0 of 2,7 of 14  4 of 12,4 of 6  0 of 0,5 of 6  0 of 0
